task,choices,response,response_type,domain,gender,age,id_seq
All;plumbers;lifeguards/All;plumbers;dentists,All;lifeguards;dentists|All;dentists;lifeguards|Some;lifeguards;dentists|Some;dentists;lifeguards|Some not;lifeguards;dentists|Some not;dentists;lifeguards|No;lifeguards;dentists|No;dentists;lifeguards|NVC,All;lifeguards;dentists,single-choice,syllogistic,male,30,101_44_R
No;tutors;butchers/No;butchers;packers,All;tutors;packers|All;packers;tutors|Some;tutors;packers|Some;packers;tutors|Some not;tutors;packers|Some not;packers;tutors|No;tutors;packers|No;packers;tutors|NVC,NVC,single-choice,syllogistic,male,30,101_45_R
Some;skaters;therapists/No;climbers;therapists,All;skaters;climbers|All;climbers;skaters|Some;skaters;climbers|Some;climbers;skaters|Some not;skaters;climbers|Some not;climbers;skaters|No;skaters;climbers|No;climbers;skaters|NVC,NVC,single-choice,syllogistic,male,30,101_46_R
No;architects;trainers/No;architects;designers,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|No;trainers;designers|No;designers;trainers|NVC,NVC,single-choice,syllogistic,male,30,101_47_R
Some;athletes;lawyers/All;hunters;lawyers,All;athletes;hunters|All;hunters;athletes|Some;athletes;hunters|Some;hunters;athletes|Some not;athletes;hunters|Some not;hunters;athletes|No;athletes;hunters|No;hunters;athletes|NVC,Some;athletes;hunters,single-choice,syllogistic,male,30,101_48_R
Some not;sailors;chemists/All;chemists;potters,All;sailors;potters|All;potters;sailors|Some;sailors;potters|Some;potters;sailors|Some not;sailors;potters|Some not;potters;sailors|No;sailors;potters|No;potters;sailors|NVC,Some;sailors;potters,single-choice,syllogistic,male,30,101_49_R
Some not;hikers;drivers/No;hikers;writers,All;drivers;writers|All;writers;drivers|Some;drivers;writers|Some;writers;drivers|Some not;drivers;writers|Some not;writers;drivers|No;drivers;writers|No;writers;drivers|NVC,NVC,single-choice,syllogistic,male,30,101_50_R
No;surfers;artists/No;planners;surfers,All;artists;planners|All;planners;artists|Some;artists;planners|Some;planners;artists|Some not;artists;planners|Some not;planners;artists|No;artists;planners|No;planners;artists|NVC,NVC,single-choice,syllogistic,male,30,101_51_R
No;secretaries;agents/Some;brokers;secretaries,All;agents;brokers|All;brokers;agents|Some;agents;brokers|Some;brokers;agents|Some not;agents;brokers|Some not;brokers;agents|No;agents;brokers|No;brokers;agents|NVC,NVC,single-choice,syllogistic,male,30,101_52_R
All;painters;auditors/Some not;painters;cleaners,All;auditors;cleaners|All;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|NVC,Some;cleaners;auditors,single-choice,syllogistic,male,30,101_53_R
No;miners;poets/Some not;poets;skaters,All;miners;skaters|All;skaters;miners|Some;miners;skaters|Some;skaters;miners|Some not;miners;skaters|Some not;skaters;miners|No;miners;skaters|No;skaters;miners|NVC,NVC,single-choice,syllogistic,male,30,101_54_R
Some;clerks;models/No;managers;clerks,All;models;managers|All;managers;models|Some;models;managers|Some;managers;models|Some not;models;managers|Some not;managers;models|No;models;managers|No;managers;models|NVC,NVC,single-choice,syllogistic,male,30,101_55_R
Some;campers;fencers/No;fencers;engineers,All;campers;engineers|All;engineers;campers|Some;campers;engineers|Some;engineers;campers|Some not;campers;engineers|Some not;engineers;campers|No;campers;engineers|No;engineers;campers|NVC,NVC,single-choice,syllogistic,male,30,101_56_R
All;runners;chefs/No;chefs;scientists,All;runners;scientists|All;scientists;runners|Some;runners;scientists|Some;scientists;runners|Some not;runners;scientists|Some not;scientists;runners|No;runners;scientists|No;scientists;runners|NVC,NVC,single-choice,syllogistic,male,30,101_57_R
Some not;painters;actors/Some not;actors;workers,All;painters;workers|All;workers;painters|Some;painters;workers|Some;workers;painters|Some not;painters;workers|Some not;workers;painters|No;painters;workers|No;workers;painters|NVC,NVC,single-choice,syllogistic,male,30,101_58_R
Some not;teachers;golfers/Some not;teachers;bankers,All;golfers;bankers|All;bankers;golfers|Some;golfers;bankers|Some;bankers;golfers|Some not;golfers;bankers|Some not;bankers;golfers|No;golfers;bankers|No;bankers;golfers|NVC,NVC,single-choice,syllogistic,male,30,101_59_R
Some;climbers;tellers/Some;tellers;doctors,All;climbers;doctors|All;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|No;climbers;doctors|No;doctors;climbers|NVC,NVC,single-choice,syllogistic,male,30,101_60_R
Some not;tailors;pilots/All;tailors;singers,All;pilots;singers|All;singers;pilots|Some;pilots;singers|Some;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|No;pilots;singers|No;singers;pilots|NVC,Some;pilots;singers,single-choice,syllogistic,male,30,101_61_R
All;judges;brewers/Some not;brewers;porters,All;judges;porters|All;porters;judges|Some;judges;porters|Some;porters;judges|Some not;judges;porters|Some not;porters;judges|No;judges;porters|No;porters;judges|NVC,NVC,single-choice,syllogistic,male,30,101_62_R
Some not;analysts;novelists/All;travelers;novelists,All;analysts;travelers|All;travelers;analysts|Some;analysts;travelers|Some;travelers;analysts|Some not;analysts;travelers|Some not;travelers;analysts|No;analysts;travelers|No;travelers;analysts|NVC,Some;analysts;travelers,single-choice,syllogistic,male,30,101_63_R
All;joggers;riders/Some;counselors;joggers,All;riders;counselors|All;counselors;riders|Some;riders;counselors|Some;counselors;riders|Some not;riders;counselors|Some not;counselors;riders|No;riders;counselors|No;counselors;riders|NVC,Some;counselors;riders,single-choice,syllogistic,female,27,102_0_R
All;auditors;painters/All;painters;cleaners,All;auditors;cleaners|All;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|NVC,All;auditors;cleaners,single-choice,syllogistic,female,27,102_1_R
No;brokers;agents/All;secretaries;agents,All;brokers;secretaries|All;secretaries;brokers|Some;brokers;secretaries|Some;secretaries;brokers|Some not;brokers;secretaries|Some not;secretaries;brokers|No;brokers;secretaries|No;secretaries;brokers|NVC,No;secretaries;brokers,single-choice,syllogistic,female,27,102_2_R
Some;doctors;climbers/All;doctors;tellers,All;climbers;tellers|All;tellers;climbers|Some;climbers;tellers|Some;tellers;climbers|Some not;climbers;tellers|Some not;tellers;climbers|No;climbers;tellers|No;tellers;climbers|NVC,NVC,single-choice,syllogistic,female,27,102_3_R
Some;swimmers;mayors/No;cooks;mayors,All;swimmers;cooks|All;cooks;swimmers|Some;swimmers;cooks|Some;cooks;swimmers|Some not;swimmers;cooks|Some not;cooks;swimmers|No;swimmers;cooks|No;cooks;swimmers|NVC,NVC,single-choice,syllogistic,female,27,102_4_R
No;lawyers;athletes/Some;lawyers;hunters,All;athletes;hunters|All;hunters;athletes|Some;athletes;hunters|Some;hunters;athletes|Some not;athletes;hunters|Some not;hunters;athletes|No;athletes;hunters|No;hunters;athletes|NVC,Some not;athletes;hunters,single-choice,syllogistic,female,27,102_5_R
All;divers;linguists/Some not;linguists;carpenters,All;divers;carpenters|All;carpenters;divers|Some;divers;carpenters|Some;carpenters;divers|Some not;divers;carpenters|Some not;carpenters;divers|No;divers;carpenters|No;carpenters;divers|NVC,Some not;divers;carpenters,single-choice,syllogistic,female,27,102_6_R
All;packers;tutors/Some not;butchers;packers,All;tutors;butchers|All;butchers;tutors|Some;tutors;butchers|Some;butchers;tutors|Some not;tutors;butchers|Some not;butchers;tutors|No;tutors;butchers|No;butchers;tutors|NVC,Some;butchers;tutors,single-choice,syllogistic,female,27,102_7_R
All;fencers;campers/Some not;fencers;engineers,All;campers;engineers|All;engineers;campers|Some;campers;engineers|Some;engineers;campers|Some not;campers;engineers|Some not;engineers;campers|No;campers;engineers|No;engineers;campers|NVC,Some not;campers;engineers,single-choice,syllogistic,female,27,102_8_R
All;boxers;actuaries/All;boxers;opticians,All;actuaries;opticians|All;opticians;actuaries|Some;actuaries;opticians|Some;opticians;actuaries|Some not;actuaries;opticians|Some not;opticians;actuaries|No;actuaries;opticians|No;opticians;actuaries|NVC,All;actuaries;opticians,single-choice,syllogistic,female,27,102_9_R
Some;pilots;singers/All;singers;tailors,All;pilots;tailors|All;tailors;pilots|Some;pilots;tailors|Some;tailors;pilots|Some not;pilots;tailors|Some not;tailors;pilots|No;pilots;tailors|No;tailors;pilots|NVC,Some;pilots;tailors,single-choice,syllogistic,female,27,102_10_R
All;workers;painters/Some;actors;painters,All;workers;actors|All;actors;workers|Some;workers;actors|Some;actors;workers|Some not;workers;actors|Some not;actors;workers|No;workers;actors|No;actors;workers|NVC,NVC,single-choice,syllogistic,female,27,102_11_R
No;skaters;poets/All;miners;skaters,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|Some not;poets;miners|Some not;miners;poets|No;poets;miners|No;miners;poets|NVC,No;miners;poets,single-choice,syllogistic,female,27,102_12_R
Some;judges;porters/Some not;brewers;judges,All;porters;brewers|All;brewers;porters|Some;porters;brewers|Some;brewers;porters|Some not;porters;brewers|Some not;brewers;porters|No;porters;brewers|No;brewers;porters|NVC,Some not;brewers;porters,single-choice,syllogistic,female,27,102_13_R
Some;actors;drillers/Some not;actors;nurses,All;drillers;nurses|All;nurses;drillers|Some;drillers;nurses|Some;nurses;drillers|Some not;drillers;nurses|Some not;nurses;drillers|No;drillers;nurses|No;nurses;drillers|NVC,Some not;drillers;nurses,single-choice,syllogistic,female,27,102_14_R
Some not;gamblers;sculptors/Some not;gamblers;bakers,All;sculptors;bakers|All;bakers;sculptors|Some;sculptors;bakers|Some;bakers;sculptors|Some not;sculptors;bakers|Some not;bakers;sculptors|No;sculptors;bakers|No;bakers;sculptors|NVC,NVC,single-choice,syllogistic,female,27,102_15_R
Some;surfers;artists/Some;surfers;planners,All;artists;planners|All;planners;artists|Some;artists;planners|Some;planners;artists|Some not;artists;planners|Some not;planners;artists|No;artists;planners|No;planners;artists|NVC,NVC,single-choice,syllogistic,female,27,102_16_R
No;skaters;climbers/Some;therapists;climbers,All;skaters;therapists|All;therapists;skaters|Some;skaters;therapists|Some;therapists;skaters|Some not;skaters;therapists|Some not;therapists;skaters|No;skaters;therapists|No;therapists;skaters|NVC,Some not;therapists;skaters,single-choice,syllogistic,female,27,102_17_R
All;plumbers;lifeguards/All;dentists;plumbers,All;lifeguards;dentists|All;dentists;lifeguards|Some;lifeguards;dentists|Some;dentists;lifeguards|Some not;lifeguards;dentists|Some not;dentists;lifeguards|No;lifeguards;dentists|No;dentists;lifeguards|NVC,All;dentists;lifeguards,single-choice,syllogistic,female,27,102_18_R
No;investors;barbers/All;investors;jugglers,All;barbers;jugglers|All;jugglers;barbers|Some;barbers;jugglers|Some;jugglers;barbers|Some not;barbers;jugglers|Some not;jugglers;barbers|No;barbers;jugglers|No;jugglers;barbers|NVC,Some not;jugglers;barbers,single-choice,syllogistic,female,27,102_19_R
Some not;models;clerks/No;managers;models,All;clerks;managers|All;managers;clerks|Some;clerks;managers|Some;managers;clerks|Some not;clerks;managers|Some not;managers;clerks|No;clerks;managers|No;managers;clerks|NVC,NVC,single-choice,syllogistic,female,27,102_20_R
Some;runners;scientists/Some;chefs;scientists,All;runners;chefs|All;chefs;runners|Some;runners;chefs|Some;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|No;runners;chefs|No;chefs;runners|NVC,NVC,single-choice,syllogistic,female,27,102_21_R
All;analysts;travelers/Some;travelers;novelists,All;analysts;novelists|All;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|No;analysts;novelists|No;novelists;analysts|NVC,Some;analysts;novelists,single-choice,syllogistic,female,27,102_22_R
Some;florists;soldiers/No;editors;florists,All;soldiers;editors|All;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|No;soldiers;editors|No;editors;soldiers|NVC,NVC,single-choice,syllogistic,female,27,102_23_R
No;farmers;assistants/Some not;scholars;assistants,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|No;farmers;scholars|No;scholars;farmers|NVC,NVC,single-choice,syllogistic,female,27,102_24_R
Some not;bankers;golfers/No;golfers;teachers,All;bankers;teachers|All;teachers;bankers|Some;bankers;teachers|Some;teachers;bankers|Some not;bankers;teachers|Some not;teachers;bankers|No;bankers;teachers|No;teachers;bankers|NVC,NVC,single-choice,syllogistic,female,27,102_25_R
Some not;boxers;dancers/Some;dancers;typists,All;boxers;typists|All;typists;boxers|Some;boxers;typists|Some;typists;boxers|Some not;boxers;typists|Some not;typists;boxers|No;boxers;typists|No;typists;boxers|NVC,Some not;boxers;typists,single-choice,syllogistic,female,27,102_26_R
Some;potters;sailors/All;chemists;sailors,All;potters;chemists|All;chemists;potters|Some;potters;chemists|Some;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|No;potters;chemists|No;chemists;potters|NVC,NVC,single-choice,syllogistic,female,27,102_27_R
No;students;buyers/Some not;students;cyclists,All;buyers;cyclists|All;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|NVC,NVC,single-choice,syllogistic,female,27,102_28_R
No;hikers;drivers/Some;writers;hikers,All;drivers;writers|All;writers;drivers|Some;drivers;writers|Some;writers;drivers|Some not;drivers;writers|Some not;writers;drivers|No;drivers;writers|No;writers;drivers|NVC,Some not;writers;drivers,single-choice,syllogistic,female,27,102_29_R
Some;cashiers;waiters/No;cashiers;poets,All;waiters;poets|All;poets;waiters|Some;waiters;poets|Some;poets;waiters|Some not;waiters;poets|Some not;poets;waiters|No;waiters;poets|No;poets;waiters|NVC,Some not;waiters;poets,single-choice,syllogistic,female,27,102_30_R
Some not;designers;architects/Some;designers;trainers,All;architects;trainers|All;trainers;architects|Some;architects;trainers|Some;trainers;architects|Some not;architects;trainers|Some not;trainers;architects|No;architects;trainers|No;trainers;architects|NVC,NVC,single-choice,syllogistic,female,27,102_31_R
No;judges;porters/No;brewers;judges,All;porters;brewers|All;brewers;porters|Some;porters;brewers|Some;brewers;porters|Some not;porters;brewers|Some not;brewers;porters|No;porters;brewers|No;brewers;porters|NVC,NVC,single-choice,syllogistic,female,27,102_32_R
Some;counselors;joggers/Some not;joggers;riders,All;counselors;riders|All;riders;counselors|Some;counselors;riders|Some;riders;counselors|Some not;counselors;riders|Some not;riders;counselors|No;counselors;riders|No;riders;counselors|NVC,Some not;counselors;riders,single-choice,syllogistic,female,27,102_33_R
All;plumbers;dentists/No;dentists;lifeguards,All;plumbers;lifeguards|All;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|NVC,No;plumbers;lifeguards,single-choice,syllogistic,female,27,102_34_R
No;workers;actors/All;actors;painters,All;workers;painters|All;painters;workers|Some;workers;painters|Some;painters;workers|Some not;workers;painters|Some not;painters;workers|No;workers;painters|No;painters;workers|NVC,No;workers;painters,single-choice,syllogistic,female,27,102_35_R
Some;swimmers;mayors/All;cooks;swimmers,All;mayors;cooks|All;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|No;mayors;cooks|No;cooks;mayors|NVC,NVC,single-choice,syllogistic,female,27,102_36_R
Some not;boxers;opticians/All;opticians;actuaries,All;boxers;actuaries|All;actuaries;boxers|Some;boxers;actuaries|Some;actuaries;boxers|Some not;boxers;actuaries|Some not;actuaries;boxers|No;boxers;actuaries|No;actuaries;boxers|NVC,Some;boxers;actuaries,single-choice,syllogistic,female,27,102_37_R
All;chefs;runners/Some;chefs;scientists,All;runners;scientists|All;scientists;runners|Some;runners;scientists|Some;scientists;runners|Some not;runners;scientists|Some not;scientists;runners|No;runners;scientists|No;scientists;runners|NVC,Some;runners;scientists,single-choice,syllogistic,female,27,102_38_R
